IssuerID,State,Plan_Type,Global_rate_cleaned,Global_score_cleaned,S1_rate,S1_score,S2_rate,S2_score,S3_rate,S3_score,S1M49_den,S1M49_elig,S1M49_rate,S1M49_score,S1M2_den,S1M2_elig,S1M2_rate,S1M2_score,S1M52_den,S1M52_elig,S1M52_rate,S1M52_score,S1M55_den,S1M55_elig,S1M55_rate,S1M55_score,S1M6_den,S1M6_elig,S1M6_rate,S1M6_score,S1M7_den,S1M7_elig,S1M7_rate,S1M7_score,S1M8_den,S1M8_elig,S1M8_rate,S1M8_score,S1M9_den,S1M9_elig,S1M9_rate,S1M9_score,S1M54_den,S1M54_elig,S1M54_rate,S1M54_score,S1M13_den,S1M13_elig,S1M13_rate,S1M13_score,S1M15_den,S1M15_rate,S1M15_score,S1M48_den,S1M48_elig,S1M48_rate,S1M48_score,S1M50_den,S1M50_elig,S1M50_rate,S1M50_score,S1M17_den,S1M17_elig,S1M17_rate,S1M17_score,S1M18_den,S1M18_elig,S1M18_rate,S1M18_score,S1M19_den,S1M19_elig,S1M19_rate,S1M19_score,S1M20_den,S1M20_elig,S1M20_rate,S1M20_score,S1M23_den,S1M23_elig,S1M23_rate,S1M23_score,S1M25_den,S1M25_elig,S1M25_rate,S1M25_score,S1M53_den,S1M53_elig,S1M53_rate,S1M53_score,S1M47_den,S1M47_elig,S1M47_rate,S1M47_score,S1M30_den,S1M30_elig,S1M30_rate,S1M30_score,S1M31_den,S1M31_elig,S1M31_rate,S1M31_score,S1M51_den,S1M51_elig,S1M51_rate,S1M51_score,S2M33_den,S2M33_elig,S2M33_rate,S2M33_score,S2M34_den,S2M34_elig,S2M34_rate,S2M34_score,S2M36_den,S2M36_elig,S2M36_rate,S2M36_score,S2M37_den,S2M37_elig,S2M37_rate,S2M37_score,S2M38_den,S2M38_elig,S2M38_rate,S2M38_score,S3M40_den,S3M40_elig,S3M40_rate,S3M40_score,S3M41_den,S3M41_elig,S3M41_rate,S3M41_score,S3M42_den,S3M42_elig,S3M42_rate,S3M42_score,S3M43_den,S3M43_elig,S3M43_rate,S3M43_score,S3M44_den,S3M44_elig,S3M44_rate,S3M44_score,S3M45_den,S3M45_elig,S3M45_rate,S3M45_score
17575,IN,HMO,3,75.678,3,70.835,4,88.72,4,82.011,53,53,0.6037736,65.273,193,193,0.5932643,76.748,176,176,0.2727273,40.889,685,685,0.3131387,81.973,410,1552,0.695122,89.693,2233,2233,0.6130766,74.222,2123,2123,0.6307113,74.464,411,1310,0.3965937,56.575,1307,1307,0.4399388,61.273,1101,1101,0.6339691,79.049,419,0.7341161,51.394,32,32,0.71875,86.285,198,198,0.3434343,83.533,411,5962,0.4111922,55.12,411,2636,0.4087591,57.169,104,105,0.7403846,79.869,104,105,0.8173077,85.225,277,277,0.4801444,73.755,60,61,0.3980843,56.869,29,29,0.4137931,NC,27,27,0.3333333,NC,411,739,0.7266829,81.742,39,39,0.7435897,83.456,1538,1538,0.4362809,63.784,141,1668,65.5386509,84.298,112,1668,81.2185141,92.294,114,1668,75.973768,88.496,102,1668,82.3276956,89.791,70,1668,78.5891804,NC,376,376,0.8324468,91.679,112,112,0.4732143,77.449,230,230,0.6695652,76.26,144,1668,46.3328179,76.025,129,1668,69.7041663,89.162,153,1668,65.6658674,81.488
17575,IN,POS,2,67.056,2,64.808,CSR-I,CSR-I,3,76.047,8,8,0.375,NC,37,37,0.4864865,62.935,38,38,0.2105263,31.563,179,179,0.2513967,65.811,375,375,0.5546667,71.57,547,547,0.6361974,77.021,546,546,0.6282051,74.168,294,294,0.4081633,58.226,291,291,0.4123711,57.433,262,262,0.5763359,71.862,65,0.7705704,NC,3,3,0.6666667,NC,56,56,0.375,79.517,411,1624,0.4257908,57.077,411,587,0.4209246,58.871,17,17,0.8235294,NC,17,17,0.9411765,NC,95,95,0.4421053,67.912,23,23,0.4637681,NC,5,5,0.4,NC,9,9,0.4444444,NC,238,238,0.6806723,76.566,7,7,0.7142857,NC,527,527,0.4212524,61.587,117,1656,69.3291975,89.174,91,1656,83.1928021,NC,96,1656,73.8833557,NC,87,1656,85.088172,NC,64,1656,78.8795246,NC,69,69,0.7971014,87.786,15,15,0.6666667,NC,56,56,0.6428571,73.218,115,1656,41.5486336,68.175,103,1656,61.256045,78.356,123,1656,58.5846899,72.701
17933,TX,EPO,0,0.000,CSR-I,CSR-I,CSR-I,CSR-I,4,87.621,2,2,1,NC,15,15,0.7,NC,5,5,0.3,NC,10,10,0.45,NC,92,92,0.5,64.516,317,317,0.7728707,93.568,306,306,0.7941176,93.757,143,146,0.3356643,47.884,150,150,0.6066667,84.494,139,139,0.7553957,94.189,10,0.8547009,NC,1,1,0,NC,20,20,0.15,NC,411,1079,0.4136253,55.446,74,74,0.3108108,43.47,15,15,0.7333333,NC,15,15,0.9333333,NC,44,44,0.3863636,59.349,11,11,0.3333333,NC,2,2,0,NC,4,4,0.25,NC,169,169,0.7140039,80.315,0,0,NR,NC,360,360,0.4083333,59.698,97,1289,61.9815204,NC,71,1289,78.2095569,NC,80,1289,76.9895598,NC,64,1289,85.6950659,NC,57,1289,82.2933308,NC,90,90,0.8333333,91.777,21,21,0.3333333,NC,30,30,0.7666667,87.32,99,1289,43.9937144,NC,83,1289,66.5569314,NC,107,1289,67.5019457,83.767
17970,NJ,EPO,0,0.000,CSR-I,CSR-I,4,87.401,4,82.056,2,2,0,NC,18,18,0.6388889,NC,6,6,0.5,NC,15,15,0.1,NC,411,456,0.7347932,94.812,521,521,0.7044146,85.28,495,495,0.6222222,73.462,338,340,0.2426036,34.608,341,341,0.457478,63.716,313,313,0.6805112,84.852,32,1.4045437,NC,8,8,0.125,NC,1,1,0,NC,411,1806,0.3454988,46.314,411,688,0.350365,49.002,20,20,0.6,NC,20,20,0.6,NC,89,89,0.5955056,91.476,20,21,0.4833333,NC,3,3,0,NC,9,9,0,NC,139,139,0.7889688,88.748,1,1,1,NC,437,437,0.3340961,48.844,171,1668,60.3745432,77.656,126,1668,79.3835763,90.209,119,1668,74.873403,87.214,111,1668,86.6674686,94.524,69,1668,82.6445476,NC,241,241,0.6473029,71.289,41,41,0.4146341,67.862,81,81,0.8395062,95.616,177,1668,52.6471354,86.386,169,1668,68.4340056,87.537,179,1668,67.4037501,83.645
18029,NY,POS,5,93.669,5,95.438,5,96.767,4,83.491,42,42,0.8571429,92.664,72,72,0.7638889,98.821,5,5,0.8,NC,81,81,0.1481482,38.782,296,965,0.7668919,98.954,1168,1168,0.8578767,103.859,1347,1347,0.8396437,99.131,411,434,0.7372263,105.168,431,431,0.5730858,79.817,399,399,0.7468672,93.126,100,0.3557368,NC,14,14,0.2857143,NC,51,51,0.4705882,67.355,335,2564,0.7492537,100.436,342,2208,0.7426901,103.873,33,33,0.969697,104.606,33,33,0.9393939,97.956,141,141,0.7163121,110,48,48,0.7569444,108.135,2,2,0.5,NC,7,7,0.7142857,NC,139,139,0.9352518,105.203,6,6,0.8333333,NC,338,338,0.8047337,110,211,1283,77.1954428,99.292,191,1283,85.0378815,96.634,188,1283,79.7799302,92.929,174,1283,88.3994512,96.413,122,1283,87.8494213,98.568,228,228,0.6359649,70.04,77,77,0.3896104,63.766,120,120,0.825,93.964,203,1283,54.0183029,88.636,169,1283,77.12469,98.654,229,1283,69.2099886,85.887
18126,CA,HMO,3,72.372,2,68.714,CSR-I,CSR-I,4,87.008,150,150,0.7666667,82.883,383,383,0.6031332,78.025,29,29,0.1724138,NC,532,532,0.2734963,71.596,411,5704,0.6690998,86.335,6853,6853,0.6871443,83.189,7041,7041,0.6389717,75.439,411,4702,0.43309,61.782,4688,4688,0.5966297,83.096,4096,4096,0.7207031,89.863,914,0.77397,43.326,35,35,0.3428571,41.159,221,221,0.4298643,72.536,411,16785,0.4720195,63.273,411,18407,0.3406326,47.641,240,241,0.7958333,85.85,240,241,0.7125,74.296,401,401,0.5561097,85.424,25,26,0.3466667,NC,43,43,0.1627907,25.881,90,90,0.3111111,58.48,411,728,0.7193836,80.921,75,75,0.5333333,59.858,1994,1994,0.4162487,60.855,124,1288,62.4974329,80.387,86,1288,83.0761448,NC,88,1288,78.7454973,NC,79,1288,88.1354354,NC,56,1288,83.0207695,NC,3586,3586,0.8496933,93.579,652,652,0.5521472,90.368,750,750,0.676,76.993,129,1288,52.5067739,86.156,119,1288,64.9230461,83.046,132,1288,74.0591697,91.904
18167,UT,HMO,0,0.000,3,75.745,CSR-I,CSR-I,CSR-I,CSR-I,9,9,1,NC,84,84,0.5476191,70.843,10,10,0.7,NC,37,37,0.4054054,106.127,95,95,0.6105263,78.778,128,128,0.6171875,74.72,110,110,0.6454545,76.205,79,79,0.3417722,48.755,78,78,0.3846154,53.568,74,74,0.6216216,77.509,45,1.127196,NC,2,2,0,NC,23,23,0.5217391,NC,314,322,0.5541401,74.282,206,206,0.4466019,62.462,54,54,0.8703704,93.891,54,54,0.7592593,79.172,20,20,0.65,NC,11,12,0.4242424,NC,17,17,0.3529412,NC,9,9,0.3333333,NC,104,104,0.698718,78.596,29,29,0.5862069,NC,200,200,0.585,85.526,32,526,77.1487943,NC,27,526,77.4371072,NC,28,526,82.6392211,NC,25,526,90.8297772,NC,16,526,88.5298265,NC,611,611,0.908347,100.038,90,90,0.6222222,101.837,24,24,0.75,NC,35,526,46.9125135,NC,30,526,68.4729574,NC,38,526,72.1387411,NC
18350,HI,PPO,4,82.659,4,81.838,4,89.939,3,78.667,48,48,0.6875,74.324,140,140,0.6928572,89.632,20,20,0.7,NC,173,173,0.1445087,37.83,380,1344,0.6921053,89.304,1289,1289,0.8572537,103.784,1524,1524,0.8215223,96.992,366,819,0.704918,100.559,810,810,0.6197531,86.317,740,740,0.7959459,99.245,217,0.8989144,18.034,13,13,0.5384615,NC,87,87,0.4597701,68.732,388,4948,0.6417526,86.026,407,4861,0.5159705,72.164,101,101,0.8118812,87.582,101,101,0.9207921,96.016,158,158,0.4050633,62.222,20,20,0.5087719,NC,19,19,0.4210526,NC,38,38,0.5526316,103.878,321,617,0.7518172,84.569,42,42,0.8095238,90.856,994,994,0.6066398,88.69,227,1684,66.0459395,84.951,192,1684,77.3898447,87.943,189,1684,77.936024,90.782,173,1684,85.6189759,93.381,132,1684,82.5634771,92.637,483,483,0.7826087,86.19,123,123,0.3577236,58.547,232,232,0.8189655,93.276,196,1684,42.2997431,69.408,170,1684,58.9712821,75.433,239,1684,71.8356551,89.145
18558,KS,EPO,3,74.528,2,67.376,5,95.176,4,82.493,296,296,0.8344595,90.212,452,452,0.5918142,76.561,71,71,0.4929578,73.907,335,335,0.2567165,67.203,411,3365,0.4914842,63.417,3982,3982,0.7661979,92.76,3633,3633,0.8018167,94.665,411,2209,0.5109489,72.889,2190,2190,0.2789954,38.857,2232,2232,0.7939068,98.991,740,0.7832295,41.452,59,59,0.5423729,65.111,592,592,0.7043919,37.609,411,7777,0.5571776,74.689,411,8320,0.5571776,77.927,219,219,0.7077626,76.35,219,219,0.6073059,63.327,398,398,0.298995,45.929,47,48,0.5225473,74.65,130,130,0.2923077,46.472,136,136,0.25,46.992,411,1583,0.4266018,47.987,215,215,0.7395348,83.001,2675,2675,0.4519626,66.076,165,1290,70.7686351,91.025,149,1290,84.308828,95.805,144,1290,83.7448069,97.548,142,1290,88.3191304,96.326,99,1290,88.8674831,NC,1188,1188,0.7373737,81.209,365,365,0.3863014,63.224,718,718,0.8133705,92.639,147,1290,47.2597096,77.546,129,1290,70.5220317,90.208,180,1290,72.63236,90.134
19636,LA,POS,4,80.993,3,78.41,5,97.117,3,75.204,378,378,0.8809524,95.238,1072,1072,0.6371269,82.423,236,236,0.3961865,59.398,832,832,0.2451923,64.186,342,12615,0.7339181,94.699,13115,13115,0.7765917,94.018,13256,13256,0.7747435,91.469,411,6604,0.5158151,73.583,6558,6558,0.4524245,63.012,7368,7368,0.7303203,91.062,1595,0.5041519,97.945,69,69,0.5362319,64.374,1359,1359,0.419426,73.864,360,26906,0.6277778,84.153,398,27468,0.5954774,83.284,300,590,0.8766667,94.57,300,590,0.9133333,95.238,1159,1159,0.4348576,66.798,13,14,0.732906,NC,252,252,0.3134921,49.84,265,265,0.2264151,42.559,405,3776,0.6995885,78.694,470,470,0.8212766,92.175,6511,6511,0.4845646,70.843,152,1291,73.2059679,94.16,137,1291,84.1630014,95.64,115,1291,83.6063275,97.387,112,1291,92.8607223,101.279,79,1291,91.6337438,NC,5702,5702,0.6529288,71.908,1207,1207,0.3280862,53.697,1841,1841,0.6333514,72.136,148,1291,48.8526574,80.16,125,1291,66.5671992,85.149,151,1291,71.0512598,88.172
19722,NM,HMO,3,76.169,3,72.01,4,89.765,3,79.214,65,65,0.8769231,94.802,87,87,0.5919541,76.579,11,11,0.5,NC,99,99,0.2424243,63.462,398,1284,0.6331658,81.699,1292,1292,0.6083591,73.651,1144,1144,0.6722028,79.363,411,788,0.3600973,51.369,793,793,0.4703657,65.511,588,588,0.6921769,86.306,173,0.7791086,42.286,17,17,0.4117647,NC,64,64,0.296875,89.456,411,2534,0.5158151,69.144,411,3254,0.4841849,67.718,27,27,0.8518519,NC,27,27,0.5925926,NC,70,70,0.3,46.083,51,53,0.4861438,69.449,11,11,0.6363636,NC,25,25,0.36,NC,220,220,0.7606061,85.557,22,22,0.7727273,NC,415,415,0.5590361,81.73,213,1283,68.3557593,87.922,176,1283,78.3970798,89.088,174,1283,77.7904989,90.612,163,1283,83.8385024,91.439,97,1283,84.5576059,NC,463,463,0.6803456,74.928,125,125,0.408,66.776,124,124,0.6612903,75.318,201,1283,50.827188,83.4,164,1283,66.2593491,84.756,238,1283,72.6090781,90.105
19898,FL,HMO,4,80.179,3,78.171,CSR-I,CSR-I,4,88.21,44,44,0.75,81.081,151,151,0.6456954,83.531,20,20,0.175,NC,88,88,0.1761364,46.109,395,837,0.6962025,89.833,936,936,0.7820513,94.679,1003,1003,0.77667,91.697,411,472,0.3284672,46.857,463,463,0.5853132,81.52,422,422,0.8222749,102.528,217,0.7122975,55.81,8,8,0.5,NC,87,87,0.4597701,68.732,411,2228,0.5644769,75.667,411,1380,0.5961071,83.372,124,127,0.7903226,85.256,124,127,0.8709677,90.82,116,116,0.5172414,79.453,8,8,0.625,NC,35,36,0.3142857,49.966,29,32,0.3103448,NC,313,476,0.7880724,88.647,52,52,0.7307692,82.017,797,797,0.587202,85.848,104,1293,70.3567442,90.496,99,1293,83.2692083,NC,90,1293,75.6861162,NC,94,1293,89.4839702,NC,79,1293,87.2730002,NC,1281,1281,0.7345824,80.901,278,278,0.5719424,93.608,99,99,0.7979798,90.886,102,1293,54.2774646,89.061,102,1293,70.6889103,90.422,111,1293,67.9980798,84.383
20069,TX,EPO,2,68.918,2,65.838,CSR-I,CSR-I,4,81.239,286,286,0.9020979,97.524,1106,1106,0.6464738,83.632,353,353,0.2818697,42.259,929,929,0.2276642,59.598,411,6952,0.5961071,76.917,9747,9747,0.7182723,86.958,8632,8632,0.7348239,86.756,411,5338,0.2579075,36.791,5358,5358,0.4867488,67.792,5142,5142,0.7329833,91.394,1377,0.664238,65.539,79,79,0.443038,53.186,477,477,0.3354298,84.551,411,29124,0.3917275,52.51,411,15024,0.406326,56.829,342,556,0.6666667,71.917,342,556,0.628655,65.553,1143,1143,0.3797025,58.326,10,11,0.2074074,NC,195,195,0.3435897,54.625,357,357,0.2268908,42.649,411,3749,0.5823195,65.503,323,323,0.6346749,71.232,11959,11959,0.2889038,42.237,58,1291,67.446946,NC,50,1291,80.6836006,NC,45,1291,83.0381806,NC,46,1291,88.8925685,NC,33,1291,87.6430052,NC,6385,6385,0.818011,90.089,1383,1383,0.4316703,70.65,991,991,0.728557,82.979,58,1291,60.0885391,NC,50,1291,69.0592314,NC,63,1291,71.474199,NC
20129,IL,POS,4,81.161,3,77.005,5,94.864,4,84.085,252,252,0.8373016,90.519,317,317,0.7476341,96.719,73,73,0.4657535,69.828,226,226,0.1946903,50.966,335,4028,0.6835821,88.204,5089,5089,0.7936726,96.086,4873,4873,0.8471168,100.014,411,2437,0.4209246,60.046,2413,2413,0.416494,58.008,2159,2159,0.8332561,103.897,843,0.6491677,68.59,86,86,0.6976744,83.754,410,410,0.6243902,47.788,410,10618,0.5926829,79.448,411,10777,0.5693431,79.628,205,207,0.897561,96.824,205,207,0.9121951,95.119,422,422,0.3530806,54.237,42,43,0.560701,80.1,123,123,0.3739837,59.457,127,127,0.2204724,41.442,395,1792,0.7189873,80.876,180,180,0.8166667,91.657,2937,2937,0.5124276,74.916,176,1290,73.7226921,94.825,143,1290,84.3387845,95.84,153,1290,80.3536131,93.598,130,1290,87.2796548,95.192,98,1290,86.0077957,NC,1222,1222,0.7438625,81.923,369,369,0.398374,65.2,684,684,0.7046784,80.259,168,1290,52.7627451,86.576,123,1290,78.9816814,101.029,191,1290,72.1392328,89.522
20173,WI,PPO,4,81.816,3,76.332,5,97.068,4,88.505,40,40,0.825,89.189,67,67,0.8283582,107.161,12,12,0.7083333,NC,64,64,0.1875,49.084,366,550,0.7076503,91.31,894,894,0.8120805,98.315,837,837,0.8458781,99.868,299,321,0.4347826,62.023,320,320,0.35,48.747,278,278,0.7805755,97.329,109,0.751583,NC,8,8,0.75,NC,20,20,0.4,NC,401,2169,0.6359102,85.243,395,2139,0.643038,89.935,29,29,0.8965517,NC,29,29,0.8965517,NC,66,66,0.3939394,60.513,28,30,0.6071428,NC,22,22,0.4545455,NC,32,32,0.09375,17.622,265,265,0.6855346,77.113,29,29,0.7931035,NC,464,464,0.4892241,71.524,190,1282,76.186222,97.994,167,1282,85.1333077,96.742,171,1282,81.2832784,94.681,156,1282,90.6376821,98.854,93,1282,88.5083232,NC,132,132,0.8863636,97.617,33,33,0.5454545,89.272,122,122,0.6967213,79.353,182,1282,48.905092,80.246,134,1282,76.8582459,98.313,221,1282,69.4861181,86.229
20305,NE,EPO,3,72.656,3,71.113,CSR-I,CSR-I,3,78.829,132,132,0.8712121,94.185,409,409,0.6784841,87.773,103,103,0.3980583,59.679,413,413,0.2760291,72.259,411,2844,0.6909976,89.161,4150,4150,0.7660241,92.739,4228,4228,0.8048723,95.026,411,1930,0.3430657,48.939,1934,1934,0.2554292,35.575,1631,1631,0.761496,94.95,670,0.6236244,73.76,56,56,0.625,75.03,244,244,0.6967213,38.585,411,10509,0.5498783,73.71,411,8597,0.5571776,77.927,243,243,0.8106996,87.454,243,243,0.8271605,86.252,671,671,0.2026826,31.134,28,28,0.4047619,NC,179,179,0.4078212,64.836,212,212,0.1933962,36.353,411,3361,0.5993512,67.419,301,301,0.7375416,82.777,5797,5797,0.4793859,70.086,118,1294,75.4297346,97.021,99,1294,81.3014048,NC,96,1294,80.6077217,NC,94,1294,90.9647242,NC,68,1294,80.2862056,NC,1958,1958,0.7512768,82.74,415,415,0.4024096,65.861,889,889,0.7739033,88.144,111,1294,45.063757,73.943,76,1294,62.9031335,NC,137,1294,67.2505904,83.455
20507,VA,HMO,4,81.541,3,78.896,5,92.952,4,80.712,228,228,0.8377193,90.564,321,321,0.7803738,100.954,98,98,0.4591837,68.843,329,329,0.2355623,61.666,411,3261,0.6058394,78.173,4399,4399,0.8154126,98.718,4879,4879,0.8182005,96.6,411,2726,0.4744526,67.682,2709,2709,0.3540052,49.304,2471,2471,0.7863213,98.045,399,0.401441,110,41,41,0.5609756,67.344,177,177,0.2824859,91.287,411,12760,0.4914842,65.883,411,6553,0.5766423,80.649,219,222,0.7762557,83.738,219,222,0.739726,77.135,603,603,0.4543947,69.799,35,35,0.5565826,79.512,93,93,0.311828,49.575,93,93,0.344086,64.678,411,2400,0.6447688,72.527,150,150,0.86,96.521,4585,4585,0.5081788,74.295,147,1677,66.7637361,85.874,125,1677,82.2280228,93.441,128,1677,81.5819012,95.028,116,1677,89.3650753,97.466,86,1677,86.1573495,NC,1011,1011,0.7616222,83.879,270,270,0.4111111,67.285,426,426,0.6737089,76.732,138,1677,46.1315873,75.695,122,1677,70.3732072,90.018,153,1677,73.0573132,90.661
21032,CO,HMO,5,90.266,4,88.642,5,91.103,5,95.928,374,374,0.8315508,89.897,631,631,0.7844691,101.484,57,57,0.631579,94.69,359,359,0.2130919,55.783,411,2293,0.7980535,102.975,3333,3333,0.8334833,100.906,3461,3461,0.8159491,96.334,1775,1775,0.5357746,76.43,1775,1775,0.7684507,107.027,1459,1459,0.7984921,99.563,578,0.6786716,62.617,113,113,0.6017699,72.241,267,267,0.1985019,101.972,14047,14047,0.6324482,84.779,411,12262,0.6472019,90.518,198,198,0.7525253,81.179,198,198,0.7929293,82.683,719,719,0.5299026,81.398,19,20,0.6780702,NC,113,114,0.5752212,91.45,155,155,0.5225806,98.229,411,2550,0.8807786,99.075,206,206,0.7572815,84.992,4315,4315,0.5645423,82.535,135,1551,67.9627193,87.416,103,1551,80.9328891,91.969,117,1551,80.634905,93.925,90,1551,86.5661986,NC,69,1551,85.2254241,NC,1483,1483,0.9352664,103.003,168,168,0.797619,110,471,471,0.7346072,83.668,128,1551,56.3185457,92.41,113,1551,76.1709749,97.434,142,1551,71.7602435,89.051
21333,OK,PPO,2,65.904,2,63.946,CSR-I,CSR-I,3,73.738,18,18,0.8333333,NC,128,128,0.6757813,87.423,22,22,0.0454545,NC,180,180,0.2694445,70.535,411,860,0.6277372,80.998,1244,1244,0.664791,80.483,989,989,0.7391304,87.265,411,557,0.2554745,36.444,554,554,0.1750903,24.386,528,528,0.7291667,90.919,200,0.6508086,68.257,13,13,0.5384615,NC,130,130,0.4153846,74.379,411,2660,0.2749392,36.855,411,1640,0.3941606,55.127,48,49,0.7708333,83.154,48,49,0.7916667,82.551,112,112,0.2857143,43.889,51,53,0.5022574,71.751,12,12,0,NC,22,22,0.0909091,NC,287,287,0.3414634,38.41,17,17,0.6470588,NC,643,643,0.2612753,38.198,111,1289,73.9701076,95.143,93,1289,82.1867196,NC,97,1289,82.6694248,NC,88,1289,88.0634831,NC,55,1289,87.1631914,NC,444,444,0.6531532,71.933,137,137,0.3649635,59.732,160,160,0.60625,69.049,104,1289,47.5517223,78.025,83,1289,66.3766316,NC,126,1289,72.4847395,89.95
21663,FL,EPO,3,72.339,3,70.012,CSR-I,CSR-I,4,81.649,1126,1126,0.8063943,87.178,3121,3121,0.5477412,70.859,1908,1908,0.2290357,34.338,4475,4475,0.2427933,63.558,411,35128,0.6934307,89.475,44424,44424,0.618472,74.876,40149,40149,0.5326409,62.886,411,22238,0.296837,42.345,22549,22549,0.5107544,71.136,20969,20969,0.6277839,78.277,6029,0.768684,44.396,339,339,0.4159292,49.931,1492,1492,0.3063003,88.257,411,117800,0.5523114,74.036,411,55384,0.4525547,63.294,411,3001,0.7615572,82.153,411,3001,0.7907543,82.456,7014,7014,0.6241802,95.88,30,30,0.5153257,73.618,411,635,0.3260341,51.834,1033,1033,0.3223621,60.594,411,16994,0.7996756,89.952,1058,1058,0.741966,83.273,39827,39827,0.4492681,65.682,118,1685,67.6157604,86.97,91,1685,75.8661702,NC,89,1685,79.0642502,NC,83,1685,84.3782272,NC,63,1685,83.3447376,NC,13863,13863,0.6966746,76.726,3250,3250,0.4547692,74.43,5261,5261,0.6890325,78.478,124,1685,48.1609086,79.025,119,1685,69.3096803,88.657,125,1685,74.6025216,92.578
22013,UT,EPO,3,79.575,3,73.141,5,94.991,4,89.901,46,46,0.8913043,96.357,318,318,0.7358491,95.194,81,81,0.6358025,95.323,122,122,0.3934426,102.995,388,597,0.6237113,80.479,1272,1272,0.7460692,90.323,1030,1030,0.7864078,92.846,411,628,0.3527981,50.328,633,633,0.4391785,61.167,738,738,0.6612466,82.45,137,0.5049612,NC,21,21,0.4285714,NC,162,162,0.3888889,77.75,411,4792,0.4257908,57.077,410,1543,0.5243902,73.341,249,249,0.7188755,77.549,249,249,0.6787149,70.773,349,349,0.3352436,51.497,13,13,0.3333333,NC,123,123,0.4227642,67.212,105,105,0.1619048,30.433,411,2138,0.3414436,38.408,205,205,0.7317073,82.122,3769,3769,0.426373,62.335,142,1673,70.8474474,91.127,117,1673,83.7250627,95.142,125,1673,83.0940764,96.79,107,1673,88.8491527,96.904,78,1673,84.4729825,NC,927,927,0.8781014,96.707,150,150,0.58,94.926,266,266,0.7593985,86.492,142,1673,49.1016026,80.568,109,1673,72.3942846,92.603,155,1673,71.0035012,88.112
22444,PA,HMO,4,88.443,4,88.125,5,95.78,4,82.378,150,150,0.86,92.973,172,172,0.7732559,100.033,26,26,0.6538462,NC,127,127,0.3031496,79.359,342,2185,0.7748538,99.981,2535,2535,0.8319527,100.721,2704,2704,0.8284024,97.804,384,1307,0.5546875,79.128,1290,1290,0.5689922,79.247,1114,1114,0.8267504,103.086,339,0.6751397,63.332,40,40,0.625,75.03,112,112,0.3303571,85.196,384,5125,0.6223958,83.431,388,5953,0.6649485,93,75,75,0.92,99.245,75,75,0.9466667,98.714,184,184,0.451087,69.291,66,68,0.6671873,95.312,18,18,0.7777778,NC,40,40,0.3,56.391,328,424,0.8455284,95.11,36,36,0.8888889,99.763,753,753,0.6334661,92.612,188,1422,72.2845921,92.975,167,1422,86.0330034,97.765,166,1422,79.6244423,92.748,159,1422,90.6321848,98.848,103,1422,86.0622237,96.562,604,604,0.7764901,85.517,155,155,0.4387097,71.802,289,289,0.7370242,83.944,160,1422,43.7550285,71.795,136,1422,74.8400601,95.732,201,1422,68.8800429,85.477
23371,WA,EPO,5,94.363,5,96.66,4,88.007,5,91.527,61,61,0.7868852,85.069,72,72,0.7222223,93.431,6,6,0.9166667,NC,47,47,0.4042553,105.826,363,363,0.6887052,88.865,803,803,0.8393524,101.617,664,664,0.8283133,97.794,377,377,0.7453581,106.328,374,374,0.6898396,96.078,301,301,0.8305648,103.562,95,1.1120749,NC,24,24,0.625,NC,62,62,0.1129032,110,2019,2019,0.7662209,102.711,2515,2515,0.7121272,99.598,29,29,0.9655172,NC,29,29,0.9310345,NC,73,73,0.5616438,86.274,18,18,0.5947712,NC,12,12,0.5,NC,15,15,0.4,NC,191,191,0.7294939,82.058,28,28,0.7142857,NC,345,345,0.6202899,90.686,219,1683,59.6861101,76.771,165,1683,78.9371933,89.701,188,1683,75.7715309,88.26,147,1683,84.7518034,92.435,117,1683,82.7716142,92.87,193,193,0.9119171,100.431,10,10,0.5,NC,132,132,0.75,85.421,219,1683,55.1305318,90.461,195,1683,74.1479833,94.846,232,1683,69.6866243,86.478
23435,AZ,HMO,3,77.223,3,72.085,4,86.854,4,88.146,36,36,0.7222222,78.078,198,198,0.7348485,95.064,180,180,0.5305556,79.544,343,343,0.3556851,93.111,380,2009,0.6605263,85.229,4394,4394,0.612426,74.144,4436,4436,0.6039225,71.301,411,2175,0.3941606,56.228,2204,2204,0.5630672,78.422,2090,2090,0.6,74.813,76,0.9973515,NC,34,34,0.5294118,63.555,145,145,0.2551724,94.762,411,13260,0.2992701,40.117,366,1438,0.6202186,86.744,255,256,0.6901961,74.455,255,256,0.6588235,68.699,630,630,0.4396825,67.54,31,32,0.4774194,68.203,61,61,0.2459016,39.094,60,60,0.2,37.594,411,2528,0.675588,75.994,47,47,0.8297872,93.13,5313,5313,0.4249953,62.134,129,1674,65.2992804,83.991,103,1674,77.9062159,88.53,106,1674,75.582815,88.041,93,1674,84.4724316,NC,69,1674,88.1552472,NC,845,845,0.8331361,91.755,165,165,0.5939394,97.208,304,304,0.7532895,85.796,130,1674,49.2442893,80.803,112,1674,68.636035,87.796,138,1674,68.9134758,85.519
