IssuerID,State,Plan_Type,Global_rate_cleaned,Global_score_cleaned,S1_rate,S1_score,S2_rate,S2_score,S3_rate,S3_score,S1M49_den,S1M49_elig,S1M49_rate,S1M49_score,S1M2_den,S1M2_elig,S1M2_rate,S1M2_score,S1M52_den,S1M52_elig,S1M52_rate,S1M52_score,S1M55_den,S1M55_elig,S1M55_rate,S1M55_score,S1M6_den,S1M6_elig,S1M6_rate,S1M6_score,S1M7_den,S1M7_elig,S1M7_rate,S1M7_score,S1M8_den,S1M8_elig,S1M8_rate,S1M8_score,S1M9_den,S1M9_elig,S1M9_rate,S1M9_score,S1M54_den,S1M54_elig,S1M54_rate,S1M54_score,S1M13_den,S1M13_elig,S1M13_rate,S1M13_score,S1M15_den,S1M15_rate,S1M15_score,S1M48_den,S1M48_elig,S1M48_rate,S1M48_score,S1M50_den,S1M50_elig,S1M50_rate,S1M50_score,S1M17_den,S1M17_elig,S1M17_rate,S1M17_score,S1M18_den,S1M18_elig,S1M18_rate,S1M18_score,S1M19_den,S1M19_elig,S1M19_rate,S1M19_score,S1M20_den,S1M20_elig,S1M20_rate,S1M20_score,S1M23_den,S1M23_elig,S1M23_rate,S1M23_score,S1M25_den,S1M25_elig,S1M25_rate,S1M25_score,S1M53_den,S1M53_elig,S1M53_rate,S1M53_score,S1M47_den,S1M47_elig,S1M47_rate,S1M47_score,S1M30_den,S1M30_elig,S1M30_rate,S1M30_score,S1M31_den,S1M31_elig,S1M31_rate,S1M31_score,S1M51_den,S1M51_elig,S1M51_rate,S1M51_score,S2M33_den,S2M33_elig,S2M33_rate,S2M33_score,S2M34_den,S2M34_elig,S2M34_rate,S2M34_score,S2M36_den,S2M36_elig,S2M36_rate,S2M36_score,S2M37_den,S2M37_elig,S2M37_rate,S2M37_score,S2M38_den,S2M38_elig,S2M38_rate,S2M38_score,S3M40_den,S3M40_elig,S3M40_rate,S3M40_score,S3M41_den,S3M41_elig,S3M41_rate,S3M41_score,S3M42_den,S3M42_elig,S3M42_rate,S3M42_score,S3M43_den,S3M43_elig,S3M43_rate,S3M43_score,S3M44_den,S3M44_elig,S3M44_rate,S3M44_score,S3M45_den,S3M45_elig,S3M45_rate,S3M45_score
45845,OH,HMO,5,92.338,5,92.617,5,97.084,4,86.474,75,75,0.8,86.486,134,134,0.7910448,102.334,28,28,0.3928572,NC,113,113,0.261062,68.341,207,917,0.826087,106.592,1389,1389,0.8430526,102.064,1471,1471,0.8633583,101.931,411,600,0.5328467,76.012,506,506,0.6521739,90.832,564,564,0.8687943,108.328,282,0.2692277,110,45,45,0.8222222,98.706,48,48,0.5,63.613,411,2773,0.6909976,92.627,354,2573,0.7457627,104.302,63,63,0.952381,102.738,63,63,0.952381,99.31,147,147,0.3945578,60.608,31,32,0.6425179,91.788,35,35,0.4857143,77.22,42,42,0.4761905,89.509,229,647,0.8951965,100.697,47,47,0.9148936,102.682,976,976,0.6393443,93.471,181,1291,72.2191503,92.891,157,1291,89.3099873,101.489,163,1291,81.0161786,94.369,144,1291,92.5226733,100.91,131,1291,85.3496004,95.763,553,553,0.8481013,93.403,78,78,0.5769231,94.423,119,119,0.6722689,76.568,157,1291,49.1568627,80.659,130,1291,70.4462174,90.111,187,1291,67.4328782,83.681
46944,AL,EPO,3,79.165,3,76.278,5,96.251,3,73.63,38,38,0.9473684,102.418,144,144,0.6215278,80.405,54,54,0.2037037,30.54,136,136,0.257353,67.37,384,1751,0.6901042,89.046,1732,1732,0.6801386,82.341,1423,1423,0.6661982,78.654,411,996,0.3381995,48.245,1010,1010,0.5346535,74.464,906,906,0.6942605,86.566,193,0.3111484,110,6,6,0.3333333,NC,295,295,0.3525424,82.374,3835,3835,0.4518905,60.575,409,2172,0.6112469,85.489,50,51,0.92,99.245,50,51,0.9,93.848,185,185,0.4540541,69.747,40,41,0.5014957,71.642,3,3,0.6666667,NC,5,5,0,NC,100,100,0.59,66.367,12,12,0.8333334,NC,408,408,0.3161765,46.225,145,1480,73.1338338,94.068,129,1480,84.1363428,95.609,124,1480,83.8286813,97.646,125,1480,89.5613482,97.681,76,1480,85.2949797,NC,473,473,0.5348837,58.908,166,166,0.2891566,47.325,220,220,0.5863636,66.784,143,1480,51.2837119,84.149,126,1480,73.6428993,94.2,158,1480,72.8581368,90.414
46944,AL,PPO,3,77.921,3,74.623,5,95.065,3,73.973,1304,1304,0.9079755,98.16,3724,3724,0.6130505,79.308,657,657,0.3143075,47.123,3074,3074,0.2350358,61.528,376,39412,0.7021277,90.597,32740,32740,0.6931277,83.914,26914,26914,0.6863714,81.036,411,20477,0.377129,53.799,20629,20629,0.400698,55.808,20369,20369,0.7118661,88.761,7460,0.6490775,68.608,240,240,0.6,72.029,6244,6244,0.3430493,83.582,398,68494,0.5829146,78.139,411,59416,0.6034063,84.392,184,1911,0.9130435,98.494,184,1911,0.9021739,94.074,4057,4057,0.5080108,78.035,40,41,0.5916667,84.524,213,213,0.3192488,50.755,232,232,0.262931,49.423,3417,3417,0.5462882,61.45,370,370,0.8162163,91.607,9438,9438,0.3816487,55.797,156,1679,71.5942939,92.087,140,1679,85.5226763,97.185,136,1679,81.5870437,95.034,132,1679,87.9788567,95.955,89,1679,87.7139854,NC,12317,12317,0.5010149,55.178,3289,3289,0.3079964,50.409,5827,5827,0.5980779,68.118,147,1679,52.2169769,85.68,128,1679,73.8769057,94.5,164,1679,72.4885835,89.955
47579,CA,HMO,0,0.000,CSR-I,CSR-I,4,86.89,5,91.539,7,7,0.7142857,NC,6,6,0.9166667,NC,.,.,NR,NC,20,20,0.075,NC,410,413,0.5243902,67.663,366,366,0.6748634,81.703,501,501,0.5888224,69.519,271,271,0.3837638,54.745,270,270,0.6333333,88.208,199,199,0.7236181,90.227,26,0.6337939,NC,1,1,0,NC,7,7,0.8571429,NC,411,1050,0.5839416,78.276,411,1564,0.5474453,76.566,9,9,0.4444444,NC,9,9,0.5555556,NC,7,7,0.5714286,NC,60,63,0.4573215,65.332,0,0,NR,NC,3,3,0.6666667,NC,39,39,0.5470085,61.531,4,4,0.75,NC,101,101,0.4257426,62.243,221,1681,59.2864532,76.257,158,1681,76.9995602,87.5,143,1681,79.31756,92.391,147,1681,83.8133981,91.412,77,1681,82.5995622,NC,34,34,0.8529412,93.936,12,12,0.5,NC,16,16,0.625,NC,230,1681,57.460642,94.284,217,1681,66.8758143,85.544,255,1681,74.4520268,92.392
47840,MO,EPO,4,80.964,4,80.271,CSR-I,CSR-I,4,83.738,17,17,0.8823529,NC,46,46,0.6630435,85.775,18,18,0.1666667,NC,36,36,0.2361111,61.809,321,322,0.6884735,88.835,395,395,0.7898734,95.626,484,484,0.8202479,96.842,185,185,0.5243243,74.797,184,184,0.5163043,71.909,194,194,0.7164948,89.339,76,0.9692338,NC,5,5,0.8,NC,27,27,0.5925926,NC,411,1197,0.5304136,71.101,410,1054,0.5926829,82.893,10,10,0.6,NC,10,10,0.5,NC,34,34,0.4117647,63.251,20,20,0.3780702,NC,7,7,0.5714286,NC,9,9,0.2222222,NC,93,93,0.8207885,92.327,16,16,1,NC,233,233,0.472103,69.021,98,1278,66.76313,NC,86,1278,84.5686859,NC,83,1278,74.7965089,NC,83,1278,88.3047257,NC,58,1278,90.293612,NC,108,108,0.8055556,88.718,28,28,0.4642857,NC,50,50,0.76,86.56,100,1278,49.4287896,81.105,77,1278,61.036251,NC,116,1278,63.3121975,78.568
48121,FL,EPO,3,74.159,3,73.931,CSR-I,CSR-I,3,75.073,211,211,0.8957346,96.836,1027,1027,0.6299903,81.499,478,478,0.3901674,58.496,1288,1288,0.3602485,94.306,354,7728,0.7090395,91.489,10376,10376,0.7064379,85.525,10346,10346,0.6494297,76.674,411,4904,0.2579075,36.791,4944,4944,0.4935275,68.736,4802,4802,0.6665973,83.117,1493,0.7195059,54.351,71,71,0.4084507,49.034,737,737,0.4274084,72.849,392,33505,0.5535714,74.205,411,15325,0.4963504,69.42,260,1018,0.8192308,88.374,260,1018,0.8846154,92.244,1929,1929,0.587351,90.223,22,23,0.6666667,NC,237,240,0.2700422,42.932,246,246,0.2520325,47.375,279,4819,0.8040621,90.446,392,392,0.7704082,86.466,10763,10763,0.4720803,69.018,90,1656,63.4448482,NC,76,1656,76.4519134,NC,74,1656,76.246807,NC,63,1656,86.0583653,NC,56,1656,83.6675134,NC,3899,3899,0.7096691,78.157,781,781,0.4391805,71.879,1321,1321,0.660106,75.183,88,1656,46.9355432,NC,85,1656,64.4703298,NC,94,1656,66.4693482,NC
48161,MO,EPO,3,74.147,3,71.569,CSR-I,CSR-I,4,84.461,17,17,0.8235294,NC,106,106,0.7924528,102.517,68,68,0.25,37.481,83,83,0.2289157,59.926,403,640,0.7295285,94.133,1611,1611,0.6598386,79.884,1707,1707,0.6543644,77.257,411,723,0.3527981,50.328,731,731,0.4678523,65.16,725,725,0.6482759,80.832,59,0.8961537,NC,21,21,0.6190476,NC,90,90,0.6555556,43.822,411,3983,0.4111922,55.12,260,547,0.5346154,74.771,64,64,0.859375,92.705,64,64,0.765625,79.836,193,193,0.4766839,73.223,29,30,0.6896552,NC,21,21,0.5714286,NC,13,13,0.2307692,NC,405,719,0.6674897,75.083,15,15,0.8,NC,1227,1227,0.5101874,74.589,118,1654,71.4115896,91.852,94,1654,83.0700595,NC,101,1654,80.2568627,93.485,84,1654,89.0743907,NC,70,1654,84.0596667,NC,248,248,0.7620968,83.931,82,82,0.5121951,83.829,168,168,0.7083333,80.676,113,1654,51.5483952,84.583,93,1654,72.2185735,NC,122,1654,71.9487173,89.285
48396,ME,HMO,3,79.630,3,76.033,5,90.055,4,83.594,96,96,0.75,81.081,230,230,0.6391304,82.682,28,28,0.625,NC,221,221,0.1900453,49.75,411,1509,0.593674,76.603,1924,1924,0.6813929,82.493,1749,1749,0.7181246,84.784,411,760,0.6520681,93.02,763,763,0.2437746,33.952,627,627,0.754386,94.063,292,0.8173941,34.536,33,33,0.6969697,83.67,84,84,0.3333333,84.818,411,6387,0.6934307,92.953,411,6212,0.6180049,86.434,111,111,0.7927928,85.522,111,111,0.8288288,86.426,345,345,0.3275362,50.313,22,23,0.476912,NC,92,92,0.3913043,62.211,122,122,0.2704918,50.844,411,1572,0.7396594,83.201,141,141,0.858156,96.314,2463,2463,0.6638246,97.05,162,1677,67.1395645,86.358,146,1677,80.9622305,92.003,134,1677,74.3950638,86.657,137,1677,87.2889604,95.202,84,1677,80.9245668,NC,640,640,0.859375,94.645,172,172,0.505814,82.785,398,398,0.7964824,90.716,154,1677,46.4007226,76.137,126,1677,63.9955041,81.86,184,1677,60.7743378,75.418
49046,GA,HMO,3,79.472,3,76.04,5,95.285,3,77.388,260,260,0.7576923,81.913,800,800,0.575,74.386,257,257,0.4902724,73.504,678,678,0.3370207,88.225,411,6092,0.6155718,79.429,6449,6449,0.644441,78.019,6502,6502,0.6365734,75.156,3717,3717,0.3327953,47.474,3674,3674,0.3922156,54.626,3195,3195,0.6494523,80.979,1303,0.6012986,78.28,66,66,0.5151515,61.843,573,573,0.2513089,95.253,411,17158,0.5717762,76.646,411,11735,0.5985401,83.712,411,455,0.7396594,79.791,411,455,0.8540146,89.053,1079,1079,0.4522706,69.473,17,17,0.4901961,NC,206,206,0.4708738,74.861,207,207,0.2077295,39.047,411,3533,0.810219,91.138,329,329,0.7933131,89.036,5974,5974,0.5955809,87.073,132,1663,73.2578134,94.227,116,1663,83.9688091,95.419,115,1663,80.1453609,93.355,105,1663,89.9810156,98.138,78,1663,86.2091524,NC,3549,3549,0.704142,77.549,1062,1062,0.3323917,54.401,937,937,0.7139808,81.319,127,1663,50.5879667,83.007,106,1663,67.0589805,85.778,135,1663,66.2973904,82.272
49375,CO,EPO,4,84.171,4,81.715,4,88.93,4,89.239,126,126,0.9126984,98.67,475,475,0.6789474,87.833,98,98,0.5969388,89.496,442,442,0.2986425,78.179,360,1790,0.7111111,91.756,2552,2552,0.781348,94.594,2881,2881,0.7879209,93.025,411,1186,0.4257908,60.74,1184,1184,0.6005068,83.636,1056,1056,0.7443182,92.808,434,0.7224608,53.753,46,46,0.4782609,57.414,284,284,0.471831,67.197,392,10816,0.5841837,78.309,403,7836,0.630273,88.15,235,238,0.7659574,82.628,235,238,0.8638298,90.076,468,468,0.3931624,60.394,21,21,0.5873016,NC,116,116,0.5431034,86.344,121,121,0.4049587,76.12,366,1959,0.7668488,86.26,181,181,0.8453038,94.871,3214,3214,0.596453,87.201,159,1679,67.5334709,86.864,139,1679,78.2058915,88.87,145,1679,75.4688916,87.908,126,1679,84.4249004,92.078,96,1679,80.7195492,NC,1233,1233,0.8588808,94.59,245,245,0.6040816,98.868,482,482,0.7987552,90.974,164,1679,49.9728921,81.998,132,1679,66.6828632,85.297,171,1679,67.4512002,83.704
49526,NY,POS,0,0.000,CSR-I,CSR-I,5,94.674,4,80.897,21,21,0.8571429,NC,26,26,0.673077,NC,3,3,0.5,NC,24,24,0.25,NC,335,356,0.6865672,88.589,324,324,0.8518519,103.13,416,416,0.8028846,94.792,145,145,0.6206897,88.543,145,145,0.5586207,77.802,130,130,0.8076923,100.71,65,0.716833,NC,4,4,0.25,NC,26,26,0.5384615,NC,321,759,0.7102804,95.212,1006,1006,0.6590457,92.174,7,7,0.4285714,NC,7,7,0.8571429,NC,36,36,0.6388889,98.14,29,29,0.6982758,NC,1,1,1,NC,4,4,0.25,NC,53,53,0.8050315,90.555,1,1,1,NC,104,104,0.8461538,110,163,1144,74.405908,95.704,149,1144,85.9593502,97.681,148,1144,75.2386027,87.64,137,1144,87.3394018,95.257,104,1144,86.5308935,97.088,52,52,0.7115385,78.363,28,28,0.3571429,NC,48,48,0.8541667,97.286,144,1144,41.4116485,67.95,118,1144,65.2581036,83.475,175,1144,62.3787227,77.409
49831,WA,EPO,4,85.448,4,83.666,5,92.049,4,85.974,105,105,0.8761905,94.723,198,198,0.6313132,81.671,1,1,1,NC,177,177,0.2316385,60.638,410,1095,0.7268293,93.784,1548,1548,0.754522,91.346,1702,1702,0.7638073,90.178,409,602,0.5403423,77.082,605,605,0.5586777,77.81,548,548,0.7189781,89.648,77,0,NC,31,31,0.6129032,73.578,119,119,0.3865546,78.046,396,4611,0.7752525,103.921,392,5804,0.7346939,102.754,61,62,0.704918,76.043,61,62,0.704918,73.506,264,264,0.4318182,66.332,11,12,0.5454546,NC,46,46,0.5217391,82.947,113,114,0.4955752,93.153,410,1135,0.6878049,77.368,78,78,0.7435898,83.456,1810,1810,0.6088398,89.012,167,1665,65.814953,84.654,144,1665,82.8832478,94.186,150,1665,78.2331153,91.128,132,1665,87.5172936,95.451,114,1665,84.5160264,94.828,586,586,0.9266212,102.051,91,91,0.6593407,107.912,262,262,0.8015267,91.29,146,1665,36.6470814,60.132,111,1665,59.8089009,76.504,173,1665,62.817501,77.954
50328,WV,HMO,3,77.244,3,71.297,5,95.879,4,82.398,40,40,0.9,97.297,115,115,0.6478261,83.807,27,27,0.3333333,NC,97,97,0.2216495,58.023,411,1240,0.6836983,88.219,1476,1476,0.75271,91.127,1481,1481,0.7819041,92.315,411,715,0.3065693,43.733,717,717,0.3500697,48.756,832,832,0.7644231,95.315,151,0.630904,72.287,20,20,0.4,NC,36,36,0.5555556,56.545,411,2785,0.3600973,48.27,411,2311,0.4428224,61.933,18,18,0.4444444,NC,18,18,0.2222222,NC,62,62,0.3709677,56.984,89,90,0.6011661,85.881,4,4,0,NC,5,5,0.2,NC,89,89,0.7041199,79.204,3,3,0.3333333,NC,229,229,0.3580786,52.351,138,1670,75.146949,96.657,112,1670,85.5213524,97.183,119,1670,79.4804571,92.581,107,1670,89.025442,97.096,68,1670,85.6068342,NC,337,337,0.6706231,73.857,129,129,0.3643411,59.63,144,144,0.7013889,79.885,133,1670,61.978527,101.698,112,1670,72.9259771,93.283,151,1670,69.3311654,86.037
52664,OH,HMO,5,91.470,5,90.32,5,97.46,5,90.082,18,18,1,NC,84,84,0.6964286,90.094,15,15,0.6,NC,44,44,0.1931819,50.571,411,585,0.8004866,103.289,656,656,0.9710366,110,698,698,0.974212,110,298,302,0.5637584,80.422,302,302,0.5099338,71.021,280,280,0.9642857,110,89,0.3572226,NC,4,4,0.75,NC,22,22,0.2272727,NC,411,1530,0.6082725,81.538,411,1391,0.649635,90.858,36,36,0.8888889,95.889,36,36,0.9444444,98.482,65,65,0.3846154,59.081,28,30,0.4642857,NC,15,15,0.2666667,NC,23,23,0.2173913,NC,374,376,0.8547237,96.144,36,36,0.9166666,102.881,558,558,0.6487455,94.846,228,1678,74.6279423,95.989,204,1678,86.0173534,97.747,201,1678,83.6500912,97.437,191,1678,90.3831875,98.577,133,1678,86.9441762,97.552,270,270,0.7,77.093,38,38,0.6842105,110,76,76,0.6710526,76.43,215,1678,54.0779441,88.734,190,1678,76.0317431,97.256,245,1678,73.3133547,90.979
52697,WI,HMO,4,86.454,4,84.207,5,97.899,4,84,66,66,0.8333333,90.09,97,97,0.556701,72.018,9,9,0.5555556,NC,87,87,0.3218391,84.251,380,700,0.7184211,92.699,846,846,0.7624113,92.302,902,902,0.7405765,87.435,411,441,0.4111922,58.658,427,427,0.4894614,68.17,338,338,0.7928994,98.865,152,0.4119436,110,12,12,0.75,NC,37,37,0.3513514,82.525,384,1760,0.6276042,84.129,407,1788,0.5626536,78.693,38,38,0.8157895,88.003,38,38,0.8684211,90.555,60,60,0.35,53.763,54,55,0.702539,100.363,6,6,0.5,NC,8,8,0.125,NC,142,142,0.6760563,76.047,17,17,0.9411765,NC,240,240,0.625,91.374,166,1291,76.3900851,98.256,143,1291,87.6923883,99.65,141,1291,82.0259274,95.546,129,1291,89.9861859,98.144,95,1291,86.8930507,NC,296,296,0.8344595,91.901,93,93,0.4086022,66.874,116,116,0.7586207,86.403,146,1291,49.3032094,80.899,121,1291,67.8851273,86.835,174,1291,73.4007452,91.087
53461,MO,EPO,3,72.913,2,65.034,5,96.88,4,80.469,26,26,0.8076923,NC,192,192,0.71875,92.982,45,45,0.1333334,19.99,195,195,0.2051282,53.698,411,942,0.6180049,79.743,1415,1415,0.7491166,90.692,1317,1317,0.7805619,92.156,411,653,0.243309,34.709,649,649,0.4252696,59.23,603,603,0.761194,94.912,259,0.3829642,110,19,19,0.4736842,NC,80,80,0.675,41.349,411,3825,0.4014599,53.815,411,3163,0.4379562,61.253,66,66,0.7575758,81.723,66,66,0.6212121,64.777,147,147,0.3741497,57.473,40,40,0.4361111,62.302,37,37,0.3243243,51.562,38,38,0.1578947,29.679,403,403,0.5698925,64.105,57,57,0.6666666,74.822,856,856,0.4088785,59.778,120,1280,76.2026316,98.015,104,1280,88.763335,100.867,109,1280,78.7731257,91.757,98,1280,88.6647825,NC,69,1280,83.4406859,NC,557,557,0.7755835,85.417,237,237,0.3839662,62.842,213,213,0.6713615,76.465,111,1280,57.1647781,93.799,89,1280,72.512285,NC,138,1280,67.5449064,83.82
53732,WA,EPO,0,0.000,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,4,4,1,NC,26,26,0.9423077,NC,1,1,1,NC,13,13,0.3076924,NC,79,79,0.5696203,73.499,127,127,0.8503937,102.953,124,124,0.8467742,99.973,40,40,0.375,53.495,40,40,0.4,55.71,34,34,0.8235294,102.684,18,1.0740562,NC,1,1,1,NC,6,6,0.5,NC,328,343,0.5884146,78.876,338,338,0.6420118,89.792,8,8,0.625,NC,8,8,0.625,NC,6,6,0.5,NC,1,1,0,NC,2,2,0.5,NC,4,4,0.5,NC,53,53,0.5974843,67.209,4,4,0.75,NC,87,87,0.5517241,80.661,38,396,71.2206341,NC,32,396,85.4256953,NC,35,396,84.6982497,NC,32,396,89.3246768,NC,25,396,88.0797479,NC,33,33,0.9393939,103.457,4,4,0.5,NC,17,17,0.7058824,NC,34,396,49.1151753,NC,29,396,70.7095068,NC,41,396,70.7310619,NC
53882,IL,HMO,3,79.105,3,77.311,CSR-I,CSR-I,4,86.281,32,32,0.875,94.595,119,119,0.6764706,87.512,35,35,0.4857143,72.821,83,83,0.2891567,75.695,405,812,0.7012346,90.482,1202,1202,0.8044925,97.396,1252,1252,0.7939297,93.734,411,632,0.3406326,48.592,644,644,0.4891304,68.124,572,572,0.7884615,98.312,163,0.5228849,94.153,12,12,0.6666667,NC,51,51,0.627451,47.398,411,3057,0.5182482,69.47,411,2318,0.4549878,63.635,43,44,0.7674419,82.788,43,44,0.8372093,87.3,84,84,0.3214286,49.375,29,30,0.4519704,NC,16,16,0.0625,NC,5,5,0.2,NC,205,207,0.6601626,74.259,14,14,0.8571429,NC,411,411,0.5012165,73.277,108,1650,65.8210468,84.662,84,1650,84.2068432,NC,91,1650,76.3410615,NC,74,1650,87.5907794,NC,55,1650,86.7130321,NC,289,289,0.8200692,90.316,109,109,0.587156,96.098,120,120,0.6583333,74.981,103,1650,51.9576398,85.255,97,1650,69.8166004,NC,114,1650,68.2977418,84.755
53901,AZ,HMO,3,75.186,3,71.966,4,84.348,3,78.905,118,118,0.7881356,85.204,425,425,0.7364706,95.274,73,73,0.4794521,71.882,469,469,0.1812367,47.444,411,2775,0.5596107,72.208,4006,4006,0.8100349,98.067,3825,3825,0.7858824,92.784,411,1955,0.3284672,46.857,2072,2072,0.4377413,60.967,1617,1617,0.7544836,94.075,748,0.6249581,73.49,60,60,0.5,60.024,319,319,0.2695925,92.927,411,11197,0.4549878,60.99,411,11240,0.5158151,72.142,178,178,0.8089888,87.27,178,178,0.7191011,74.984,419,419,0.3747017,57.558,31,31,0.4910394,70.148,150,150,0.3533333,56.174,196,196,0.2908163,54.665,411,1650,0.593674,66.78,249,249,0.6987952,78.428,4362,4362,0.3888125,56.844,139,1672,62.7627701,80.728,121,1672,76.557527,86.997,122,1672,70.1144826,81.671,110,1672,80.6796454,87.994,86,1672,78.0174461,NC,1590,1590,0.7503145,82.634,345,345,0.4869565,79.698,510,510,0.7254902,82.63,138,1672,43.9751919,72.157,124,1672,61.7869456,79.035,154,1672,62.2718638,77.277
53901,AZ,PPO,4,83.880,4,81.698,5,93.353,4,83.136,37,37,0.8648649,93.499,96,96,0.7552083,97.698,34,34,0.632353,94.806,77,77,0.2662338,69.695,389,397,0.6349614,81.931,736,736,0.8179348,99.024,802,802,0.7880299,93.038,324,325,0.367284,52.394,331,331,0.4531722,63.116,325,325,0.6738462,84.021,178,0.4744708,103.953,9,9,0.4444444,NC,98,98,0.2244898,98.665,411,1932,0.5352798,71.753,411,1104,0.5815085,81.33,67,67,0.7910448,85.334,67,67,0.761194,79.374,112,112,0.4375,67.204,13,13,0.5384615,NC,24,24,0.2916667,NC,24,24,0.1666667,NC,367,367,0.6348774,71.415,58,58,0.6896552,77.402,764,764,0.4672775,68.315,134,1681,68.5646855,88.191,120,1681,82.746752,94.03,128,1681,75.5668675,88.022,110,1681,88.2626575,96.264,105,1681,89.3557587,100.258,292,292,0.7739726,85.239,59,59,0.5084746,83.22,94,94,0.7765957,88.451,134,1681,47.6029226,78.109,111,1681,61.6583563,78.87,144,1681,68.4368554,84.927
54172,FL,HMO,2,67.297,2,64.309,CSR-I,CSR-I,3,79.254,55,55,0.8181818,88.452,157,157,0.566879,73.335,134,134,0.3059702,45.873,285,285,0.2228071,58.326,411,3775,0.6009732,77.545,6347,6347,0.6990704,84.633,5543,5543,0.620783,73.292,2435,2435,0.1975359,28.179,2438,2438,0.5676784,79.064,2843,2843,0.7017235,87.497,347,1.1780471,0,46,46,0.3695652,44.366,113,113,0.5221239,60.798,411,14068,0.3600973,48.27,3735,3735,0.3587684,50.177,192,192,0.640625,69.107,192,192,0.6770833,70.603,492,492,0.6178862,94.913,41,41,0.4987805,71.254,51,51,0.3529412,56.111,62,62,0.2580645,48.508,411,1205,0.811841,91.321,58,58,0.8275862,92.883,3976,3976,0.334507,48.905,79,1288,72.8320151,NC,65,1288,82.2165527,NC,65,1288,76.8047694,NC,61,1288,83.7221388,NC,49,1288,81.5333688,NC,1231,1231,0.6571893,72.378,256,256,0.5039063,82.472,397,397,0.7279597,82.911,77,1288,48.3620926,NC,75,1288,65.7177749,NC,83,1288,66.7899997,NC
54192,IN,HMO,4,82.006,3,79.17,5,93.221,4,82.141,354,354,0.8587571,92.839,845,845,0.6526627,84.432,145,145,0.4965517,74.446,851,851,0.327262,85.671,411,8347,0.6569343,84.766,9788,9788,0.774622,93.78,9704,9704,0.8079143,95.385,411,4831,0.4306569,61.435,4790,4790,0.4498956,62.66,5067,5067,0.7835011,97.693,1090,0.6383125,70.787,142,142,0.6549296,78.623,576,576,0.359375,81.504,411,22337,0.5255474,70.449,411,20625,0.5620438,78.608,394,405,0.8604061,92.816,394,405,0.8451777,88.131,969,969,0.3581011,55.008,50,50,0.56,80,203,203,0.3940887,62.653,315,315,0.3015873,56.689,411,3834,0.6796431,76.45,348,348,0.8477012,95.14,6636,6636,0.5479204,80.105,166,1669,70.8815311,91.171,144,1669,83.4670664,94.849,147,1669,78.5626081,91.511,133,1669,87.4250522,95.351,92,1669,85.2644207,NC,2990,2990,0.7852843,86.485,860,860,0.4337209,70.985,1183,1183,0.704142,80.198,155,1669,52.6611004,86.409,122,1669,67.5803532,86.445,183,1669,66.3364272,82.321
54235,NY,HMO,4,84.735,4,84.733,4,86.396,4,83.083,68,68,0.8088235,87.44,46,46,0.5326087,68.902,14,14,0.3928572,NC,44,44,0.5,110,371,563,0.6495957,83.819,650,650,0.7523077,91.078,1019,1019,0.7144259,84.348,323,325,0.5263158,75.081,318,318,0.3899371,54.309,359,359,0.7019499,87.525,144,0.4232207,NC,5,5,0.2,NC,32,32,0.5625,55.662,2177,2177,0.7299035,97.842,411,2273,0.6374696,89.157,76,76,0.8026316,86.584,76,76,0.8289474,86.439,143,143,0.5734266,88.084,13,13,0.6794872,NC,14,14,0.3571429,NC,29,29,0.1724138,NC,354,405,0.5894539,66.305,35,35,0.9142857,102.613,663,663,0.7722474,110,143,1426,59.8195014,76.942,131,1426,75.3317097,85.604,132,1426,72.9466108,84.97,115,1426,82.9422678,90.461,115,1426,83.7822602,94.004,381,381,0.8713911,95.968,57,57,0.5087719,83.269,69,69,0.7971014,90.786,133,1426,46.9808541,77.089,115,1426,60.6208231,77.543,150,1426,59.5061522,73.845
54322,IL,HMO,0,0.000,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,6,6,0.8333333,NC,20,20,0.425,NC,1,1,1,NC,12,12,0.3333334,NC,169,169,0.6923077,89.33,216,216,0.6851852,82.952,260,260,0.6730769,79.466,117,123,0.5470085,78.033,119,119,0.6806723,94.801,104,104,0.7211538,89.919,26,1.2943867,NC,5,5,0.6,NC,20,20,0.7,NC,409,577,0.5330073,71.449,411,422,0.4671533,65.336,7,7,0.8571429,NC,7,7,1,NC,10,10,0.5,NC,25,25,0.6344444,NC,6,6,0.5,NC,3,3,0.3333333,NC,39,40,0.7777778,87.489,6,6,0.8333333,NC,65,65,0.5230769,76.473,60,686,76.7385533,NC,50,686,88.9489412,NC,48,686,83.3400767,NC,46,686,86.6005079,NC,34,686,84.5174671,NC,49,49,0.8571429,94.399,11,11,0.8181818,NC,33,33,0.6060606,69.027,52,686,44.5134741,NC,49,686,73.6605752,NC,62,686,70.7162901,NC
